ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
132	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n109']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'SMAD1', 'SMAD4', 'YAP1']
133	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n110']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'LEF1', 'TCF7', 'TCF7L2', 'TCF7L1', 'TEAD1', 'TEAD4', 'TEAD3', 'TEAD2', 'YAP1']
134	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n93']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1']
135	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n106']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1', 'TP73']
136	P1	7	IL-17 signaling pathway	['n29', 'n27', 'n4', 'n2', 'n1', 'n8', 'n12']	['IL17RA', 'TRAF3IP2', 'TRAF6', 'MAP3K7', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
137	P1	5	IL-17 signaling pathway	['n29', 'n27', 'n4', 'n37', 'n13']	['IL17RA', 'TRAF3IP2', 'TRAF6', 'MAPK14', 'MAPK15', 'MAPK1', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK10', 'MAPK13', 'MAPK12', 'FOS', 'FOSB', 'JUN', 'JUND', 'FOSL1']
138	P1	5	Insulin secretion	['n6', 'n12', 'n8', 'n15', 'n11', 'n173']	['GLP1R', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
139	P1	5	Insulin secretion	['n48', 'n12', 'n8', 'n15', 'n11', 'n173']	['GPR119', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
140	P1	5	Insulin secretion	['n50', 'n12', 'n8', 'n15', 'n11', 'n173']	['ADCYAP1R1', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
141	P1	9	Insulin signaling pathway	['n36', 'n34', 'n38', 'n30', 'n31', 'n41', 'n33', 'n11', 'n9']	['INSR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ELK1']
142	P1	9	Insulin signaling pathway	['n36', 'n64', 'n38', 'n30', 'n31', 'n41', 'n33', 'n11', 'n9']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ELK1']
143	P1	5	Insulin signaling pathway	['n36', 'n64', 'n52', 'n65', 'n59', 'n55']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PRKCI', 'PRKCZ', 'SREBF1']
144	P1	6	Insulin signaling pathway	['n36', 'n64', 'n52', 'n65', 'n62', 'n59', 'n55']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'PRKCI', 'PRKCZ', 'SREBF1']
145	P1	6	Insulin signaling pathway	['n36', 'n64', 'n52', 'n65', 'n62', 'n51', 'n28']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO1']
146	P1	6	Longevity regulating pathway	['n21', 'n24', 'n8', 'n9', 'n7', 'n31', 'n28', 'n29']	['IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG']
147	P1	5	Longevity regulating pathway	['n21', 'n24', 'n8', 'n9', 'n7', 'n4']	['IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO1', 'FOXO3']
148	P1	6	Longevity regulating pathway	['n40', 'n23', 'n8', 'n9', 'n7', 'n31', 'n28', 'n29']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG']
149	P1	5	Longevity regulating pathway	['n40', 'n23', 'n8', 'n9', 'n7', 'n4']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO1', 'FOXO3']
150	P1	5	MAPK signaling pathway	['n86', 'n80', 'n70', 'n17', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'MAP3K14', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
151	P1	6	MAPK signaling pathway	['n86', 'n80', 'n70', 'n17', 'n16', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
152	P1	5	MAPK signaling pathway	['n86', 'n80', 'n70', 'n16', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
153	P1	8	MAPK signaling pathway	['n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n575', 'n51']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK5', 'MAPKAPK3', 'MAPKAPK2', 'RPS6KA4', 'RPS6KA5', 'CDC25B', 'ATF4']
154	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n588']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MEF2C', 'MAX', 'DDIT3', 'ELK4']
155	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n591']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'ELK1', 'TP53', 'ATF2']
156	P1	6	MAPK signaling pathway	['n90', 'n128', 'n84', 'n115', 'n16', 'n15']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
157	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n590']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUND']
158	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n591']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'TP53', 'ATF2']
159	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n582']	['TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'NFATC1', 'NFATC3']
160	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n80', 'n70', 'n17', 'n15']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'MAP3K14', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
161	P1	8	MAPK signaling pathway	['n90', 'n128', 'n84', 'n80', 'n70', 'n17', 'n16', 'n15']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
162	P1	7	MAPK signaling pathway	['n90', 'n128', 'n84', 'n80', 'n70', 'n16', 'n15']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
163	P1	6	MAPK signaling pathway	['n90', 'n128', 'n85', 'n115', 'n16', 'n15']	['TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
164	P1	7	MAPK signaling pathway	['n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n590']	['TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUND']
165	P1	7	MAPK signaling pathway	['n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n591']	['TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'TP53', 'ATF2']
166	P1	7	MAPK signaling pathway	['n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n582']	['TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'NFATC1', 'NFATC3']
167	P1	4	MAPK signaling pathway	['n585', 'n46', 'n45', 'n44']	['Serum, EGF, reactive oxygen species, or Srk tyrosinkinase downstream', 'MAP2K5', 'MAPK7', 'NR4A1']
168	P1	6	Melanogenesis	['n14', 'n42', 'n41', 'n40', 'n39', 'n5']	['KIT', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MITF']
169	P1	8	Natural killer cell mediated cytotoxicity	['n215', 'n32', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['CD244', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
170	P1	5	Natural killer cell mediated cytotoxicity	['n215', 'n32', 'n31', 'n25', 'n24']	['CD244', 'LAT', 'PLCG1', 'PLCG2', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2']
171	P1	8	Natural killer cell mediated cytotoxicity	['n216', 'n50', 'n40', 'n86', 'n85', 'n84', 'n78', 'n77']	['KLRC4-KLRK1', 'KLRK1', 'HCST', 'PLCG1', 'PLCG2', 'VAV3', 'VAV1', 'VAV2', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
172	P1	7	Natural killer cell mediated cytotoxicity	['n216', 'n50', 'n75', 'n85', 'n84', 'n78', 'n77']	['KLRC4-KLRK1', 'KLRK1', 'HCST', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
173	P1	8	Natural killer cell mediated cytotoxicity	['n216', 'n50', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KLRC4-KLRK1', 'KLRK1', 'HCST', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
174	P1	8	Natural killer cell mediated cytotoxicity	['n220', 'n53', 'n398', 'n75', 'n85', 'n84', 'n78', 'n77']	['NCR2', 'TYROBP', 'ZAP70', 'SYK', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
175	P1	10	Natural killer cell mediated cytotoxicity	['n220', 'n53', 'n398', 'n400', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR2', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'LCP2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
176	P1	10	Natural killer cell mediated cytotoxicity	['n220', 'n53', 'n398', 'n83', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR2', 'TYROBP', 'ZAP70', 'SYK', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
177	P1	10	Natural killer cell mediated cytotoxicity	['n220', 'n53', 'n398', 'n32', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR2', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
178	P1	7	Natural killer cell mediated cytotoxicity	['n220', 'n53', 'n398', 'n32', 'n31', 'n25', 'n24']	['NCR2', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'PLCG1', 'PLCG2', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2']
179	P1	6	Natural killer cell mediated cytotoxicity	['n282', 'n42', 'n85', 'n84', 'n78', 'n77']	['ITGB2', 'ITGAL', 'PTK2B', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
180	P1	6	Natural killer cell mediated cytotoxicity	['n282', 'n86', 'n85', 'n84', 'n78', 'n77']	['ITGB2', 'ITGAL', 'VAV3', 'VAV1', 'VAV2', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
181	P1	8	Natural killer cell mediated cytotoxicity	['n373', 'n53', 'n398', 'n75', 'n85', 'n84', 'n78', 'n77']	['KIR2DS5', 'KIR2DS2', 'KIR2DS1', 'KIR2DS3', 'KIR2DS4', 'KLRC3', 'KLRC2', 'KLRD1', 'TYROBP', 'ZAP70', 'SYK', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
182	P1	10	Natural killer cell mediated cytotoxicity	['n373', 'n53', 'n398', 'n400', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KIR2DS5', 'KIR2DS2', 'KIR2DS1', 'KIR2DS3', 'KIR2DS4', 'KLRC3', 'KLRC2', 'KLRD1', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'LCP2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
183	P1	10	Natural killer cell mediated cytotoxicity	['n373', 'n53', 'n398', 'n83', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KIR2DS5', 'KIR2DS2', 'KIR2DS1', 'KIR2DS3', 'KIR2DS4', 'KLRC3', 'KLRC2', 'KLRD1', 'TYROBP', 'ZAP70', 'SYK', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
184	P1	10	Natural killer cell mediated cytotoxicity	['n373', 'n53', 'n398', 'n32', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KIR2DS5', 'KIR2DS2', 'KIR2DS1', 'KIR2DS3', 'KIR2DS4', 'KLRC3', 'KLRC2', 'KLRD1', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
185	P1	7	Natural killer cell mediated cytotoxicity	['n373', 'n53', 'n398', 'n32', 'n31', 'n25', 'n24']	['KIR2DS5', 'KIR2DS2', 'KIR2DS1', 'KIR2DS3', 'KIR2DS4', 'KLRC3', 'KLRC2', 'KLRD1', 'TYROBP', 'ZAP70', 'SYK', 'LAT', 'PLCG1', 'PLCG2', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2']
186	P1	9	Natural killer cell mediated cytotoxicity	['n371', 'n405', 'n400', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KIR2DL5A', 'KIR2DL3', 'KIR2DL2', 'KIR2DL1', 'KLRC1', 'KLRD1', 'PTPN6', 'PTPN11', 'LAT', 'LCP2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
187	P1	7	Natural killer cell mediated cytotoxicity	['n371', 'n405', 'n86', 'n85', 'n84', 'n78', 'n77']	['KIR2DL5A', 'KIR2DL3', 'KIR2DL2', 'KIR2DL1', 'KLRC1', 'KLRD1', 'PTPN6', 'PTPN11', 'VAV3', 'VAV1', 'VAV2', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
188	P1	9	Natural killer cell mediated cytotoxicity	['n375', 'n405', 'n400', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['KIR3DL2', 'KIR3DL3', 'KIR3DL1', 'KIR3DL2', 'KIR3DL1', 'KIR3DL3', 'PTPN6', 'PTPN11', 'LAT', 'LCP2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
189	P1	7	Natural killer cell mediated cytotoxicity	['n375', 'n405', 'n86', 'n85', 'n84', 'n78', 'n77']	['KIR3DL2', 'KIR3DL3', 'KIR3DL1', 'KIR3DL2', 'KIR3DL1', 'KIR3DL3', 'PTPN6', 'PTPN11', 'VAV3', 'VAV1', 'VAV2', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
190	P1	8	Natural killer cell mediated cytotoxicity	['n376', 'n395', 'n398', 'n75', 'n85', 'n84', 'n78', 'n77']	['NCR1', 'FCGR3A', 'FCGR3B', 'NCR3', 'FCER1G', 'CD247', 'ZAP70', 'SYK', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'RAC1', 'RAC2', 'RAC3', 'PAK1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
191	P1	10	Natural killer cell mediated cytotoxicity	['n376', 'n395', 'n398', 'n400', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR1', 'FCGR3A', 'FCGR3B', 'NCR3', 'FCER1G', 'CD247', 'ZAP70', 'SYK', 'LAT', 'LCP2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
192	P1	10	Natural killer cell mediated cytotoxicity	['n376', 'n395', 'n398', 'n83', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR1', 'FCGR3A', 'FCGR3B', 'NCR3', 'FCER1G', 'CD247', 'ZAP70', 'SYK', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
193	P1	10	Natural killer cell mediated cytotoxicity	['n376', 'n395', 'n398', 'n32', 'n82', 'n81', 'n80', 'n79', 'n78', 'n77']	['NCR1', 'FCGR3A', 'FCGR3B', 'NCR3', 'FCER1G', 'CD247', 'ZAP70', 'SYK', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
194	P1	7	Natural killer cell mediated cytotoxicity	['n376', 'n395', 'n398', 'n32', 'n31', 'n25', 'n24']	['NCR1', 'FCGR3A', 'FCGR3B', 'NCR3', 'FCER1G', 'CD247', 'ZAP70', 'SYK', 'LAT', 'PLCG1', 'PLCG2', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2']
195	P1	5	Neurotrophin signaling pathway	['n4', 'n128', 'n11', 'n234', 'n33', 'n64']	['NTRK1', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
196	P1	6	Neurotrophin signaling pathway	['n4', 'n128', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK1', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
197	P1	7	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n69']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
198	P1	10	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
199	P1	11	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
200	P1	10	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n132', 'n131', 'n69']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
201	P1	11	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n141', 'n136', 'n137', 'n53', 'n69']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAP3K3', 'MAP2K5', 'MAPK7', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
202	P1	9	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
